Date,Close,High,Low,Open,Volume,Ticker
2025-08-28,231.90391540527344,232.7515235304584,228.692998228932,230.16883391080088,38074700,AAPL
2025-08-29,231.485107421875,232.7216147258446,230.71727541448905,231.85405874294378,39418400,AAPL
2025-09-02,229.07192993164062,230.19874691737337,226.3296880547272,228.60325464814514,44075600,AAPL
2025-09-03,237.7972412109375,238.1761740423919,233.69883553511272,236.54080133953738,66427800,AAPL
2025-09-04,239.10354614257812,239.2232027368954,236.0721290991865,237.77729643117493,47549400,AAPL
2025-09-05,239.01380920410156,240.63921565449175,237.8171975861315,239.3229322237051,54870400,AAPL
2025-09-08,237.20892333984375,239.47250850410185,235.6732593017711,238.62491556233425,48999500,AAPL
2025-09-09,233.6888885498047,238.10638391026913,232.70167593051625,236.33140663047269,66313900,AAPL
2025-09-10,226.1501922607422,231.76431424305812,225.31256565050364,231.53496736029473,83440800,AAPL
2025-09-11,229.3810577392578,229.7998710451417,226.010588238333,226.23995033725743,50208600,AAPL
2025-09-12,233.40966796875,233.84841389514688,228.3739115767776,228.5733443098202,55824200,AAPL
2025-09-15,236.03224182128906,237.5180438551372,234.36695488957946,236.33139853346725,42699500,AAPL
2025-09-16,237.4781494140625,240.53949594661788,235.65332541334,236.51088466190768,63421100,AAPL
2025-09-17,238.3157958984375,239.42266510979977,237.05934071942244,238.2958480596019,46508000,AAPL
2025-09-18,237.20892333984375,240.51954939992544,235.98238232851827,239.29302360434258,44249600,AAPL
2025-09-19,244.80740356445312,245.60514967420656,239.53233423145286,240.54944568604057,163741300,AAPL
2025-09-22,255.35755920410156,255.9160073848096,247.42002368458668,247.5995237986898,105517400,AAPL
2025-09-23,253.7122344970703,256.6140289111009,252.86464151383097,255.15815615601056,60275200,AAPL
2025-09-24,251.59820556640625,255.01853710208397,250.33178410429736,254.49999981420794,42303700,AAPL
2025-09-25,256.1453552246094,256.44452717224715,250.99992334214926,252.4956917858775,55202100,AAPL
2025-09-26,254.73931884765625,256.87328100426123,253.06405044687503,253.38315498635407,46076300,AAPL
2025-09-29,253.7122344970703,254.28063380560434,252.29624220529692,253.8418726304012,40127700,AAPL
2025-09-30,253.9116668701172,255.1980209495745,252.39595068950493,254.1410137555297,37704300,AAPL
2025-10-01,254.72933959960938,258.0599285933123,254.21080232618834,254.32049261064776,48713900,AAPL
2025-10-02,256.40460205078125,257.45162766856953,253.43299812845933,255.85613542550084,42630200,AAPL
2025-10-03,257.2920837402344,258.5086431914624,253.23357360959045,253.9515436206674,49155600,AAPL
2025-10-06,255.96585083007812,258.3391414491699,254.33047806472084,257.2621712100349,44664100,AAPL
2025-10-07,255.7564697265625,256.67385732493904,254.7094135633123,256.08552539236376,31955800,AAPL
2025-10-08,257.33197021484375,257.7906639625656,255.3874592951906,255.7963062732735,36496900,AAPL
2025-10-09,253.32330322265625,257.27213808351553,252.42584836214985,257.08267167133846,38322000,AAPL
2025-10-10,244.57806396484375,255.6567217403356,243.3116425485481,254.2207817432353,61999100,AAPL
2025-10-13,246.96131896972656,248.98559082884384,244.86723728717817,248.6764678182016,38142900,AAPL
2025-10-14,247.07101440429688,248.14796941642882,244.00966795095763,245.90431694508948,35478000,AAPL
2025-10-15,248.63658142089844,251.10959602979932,246.77186176083558,248.78616738422895,33893600,AAPL
2025-10-16,246.75192260742188,248.33743345063007,244.43847540742667,247.54966879270205,39777000,AAPL
2025-10-17,251.57826232910156,252.66519891282977,246.57243512001992,247.32031930793073,49147000,AAPL
2025-10-20,261.5001525878906,263.6341297765207,254.90881548292631,255.16807648712648,90483000,AAPL
2025-10-21,262.0286865234375,264.5415968076956,261.0913359303388,261.141213133835,46695900,AAPL
2025-10-22,257.72088623046875,262.1084670888602,254.70938662410154,261.9090191460537,45015300,AAPL
2025-10-23,258.84771728515625,259.88479198943105,257.2821693476752,259.20671755765045,32754900,AAPL
2025-10-24,262.07855224609375,263.3848541030092,258.44880663072195,260.4531458541269,38253700,AAPL
2025-10-27,268.0516357421875,268.3607587413759,263.9033682058253,264.13273028939324,44888200,AAPL
2025-10-28,268.2410888671875,269.12859257872884,267.39348082722177,268.23110734142335,41534800,AAPL
2025-10-29,268.93914794921875,270.6443152614699,266.35642794866993,268.5203194424725,51086700,AAPL
2025-10-30,270.63433837890625,273.36662916750566,267.72259312931254,271.2226702585742,69886500,AAPL
2025-10-31,269.60723876953125,276.53764389728985,268.4006608909581,276.2085578376442,86167100,AAPL
2025-11-03,268.2909851074219,270.08592548154905,265.4988962118729,269.6571458353552,50194600,AAPL
2025-11-04,269.2781982421875,270.72408938596277,266.86501191822913,267.5730004152706,49274800,AAPL
2025-11-05,269.3778991699219,270.93349568379296,266.17693326929896,267.8521863717013,43683100,AAPL
2025-11-06,269.0089416503906,272.6287059365568,267.1342708755924,267.1342708755924,51204000,AAPL
2025-11-07,267.7126159667969,271.5218466038475,266.0173996929098,269.03885049148494,48227400,AAPL
2025-11-10,268.9303283691406,273.2223721938244,266.9639805623884,268.46119877683986,41312400,AAPL
2025-11-11,274.73956298828125,275.3983427074405,269.2996575494418,269.3096487524697,46208300,AAPL
2025-11-12,272.962890625,275.2187095291286,271.19618380015726,274.49005224267427,48398000,AAPL
2025-11-13,272.4438171386719,276.1868626363035,271.58539619817094,273.6016390736082,49602800,AAPL
2025-11-14,271.90484619140625,275.4482508823214,269.10005949599775,270.5473523374902,47431300,AAPL
2025-11-17,266.9639892578125,269.98836893107386,265.237217022597,268.3214829895084,45018300,AAPL
2025-11-18,266.94403076171875,270.20795552947055,264.8279672087311,269.48928956232544,45677300,AAPL
2025-11-19,268.0619812011719,271.70520656667077,265.0076580872151,265.0376012369211,40424500,AAPL
2025-11-20,265.7562561035156,274.91922505965954,265.42688147061517,270.327749378444,45823600,AAPL
2025-11-21,270.98651123046875,272.8230952896135,265.17732758833057,265.4568071090486,59030800,AAPL
2025-11-24,275.4083557128906,276.48633959077114,270.397645153795,270.397645153795,65585800,AAPL
2025-11-25,276.45635986328125,279.8600396675645,274.7395483878858,274.75950033189645,46914200,AAPL
2025-11-26,277.0353088378906,279.0116481613461,276.11703191175064,276.4464065684995,33431400,AAPL
2025-11-28,278.3328857421875,278.4826014787427,275.4781737009374,276.7458380127342,20135600,AAPL
2025-12-01,282.57501220703125,282.89442609469603,275.62792768573877,277.4944549964911,46587700,AAPL
2025-12-02,285.6592712402344,286.86701880065203,282.10587559562896,282.47518456741903,53669500,AAPL
2025-12-03,283.623046875,288.0847586222564,282.77461708045536,285.6692634925469,43538700,AAPL
2025-12-04,280.179443359375,284.20196835267484,278.07334059490756,283.5731318378766,43989100,AAPL
2025-12-05,278.26300048828125,280.6186397013617,277.53434330937836,280.01974631085085,47265800,AAPL
2025-12-08,277.3746643066406,279.15136205700173,275.6378704438954,277.6142094762677,38211800,AAPL
2025-12-09,276.6659851074219,279.5107061083118,276.4064879695729,277.6441787437343,32193300,AAPL
2025-12-10,278.26300048828125,279.2312028389952,275.92734368017386,277.23491184461454,33038300,AAPL
2025-12-11,277.514404296875,279.07150890817053,273.3022288840155,278.5824273392719,33248000,AAPL
2025-12-12,277.763916015625,278.70217518025987,276.30663218031253,277.38461586894516,39532900,AAPL
2025-12-15,273.6016540527344,279.63046152672615,272.33402020742307,279.63046152672615,50409100,AAPL
2025-12-16,274.1007385253906,274.9891026980292,271.2859911871425,272.3140798989353,37648600,AAPL
2025-12-17,271.33587646484375,275.6478724530811,271.13626563598973,274.50001118897205,50138700,AAPL
2025-12-18,271.68524169921875,273.12257373871984,266.4549687260805,273.1025913325419,51630700,AAPL
2025-12-19,273.1625061035156,274.09077415448866,269.399477884542,271.6453053723066,144632000,AAPL
2025-12-22,270.4674987792969,273.37210596231955,270.00836035897595,272.3539780142796,36571800,AAPL
2025-12-23,271.85491943359375,271.99467443806464,269.06012395403746,270.3377490962612,29642000,AAPL
2025-12-24,273.3022155761719,274.9192064044749,271.69521595033444,271.8349404799371,17910600,AAPL
2025-12-26,272.89300537109375,274.8593534534055,272.35399820928086,273.65160578690546,21521800,AAPL
2025-12-29,273.2523498535156,273.8512128461511,271.8449608988494,272.1843267483383,23715200,AAPL
2025-12-30,272.57354736328125,273.57169281796894,271.77504318392386,272.30405905646904,22139600,AAPL
2025-12-31,271.3558349609375,273.17246717497864,271.24605357156486,272.553621806917,27293600,AAPL
2026-01-02,270.5074462890625,277.32476727085935,268.5011639041959,271.7551282774649,37838100,AAPL
2026-01-05,266.764404296875,271.00652312062255,265.64648609237463,270.1381413175191,45647200,AAPL
2026-01-06,261.87347412109375,267.05385240251036,261.63392891626114,266.5048844877732,52352100,AAPL
2026-01-07,259.84722900390625,263.1910228349833,259.3282042611396,262.7119324450406,48309800,AAPL
2026-01-08,258.55963134765625,258.80916773471864,255.22581364132833,256.5433578451618,50419300,AAPL
2026-01-09,258.8890075683594,259.7274461787287,255.74485516422806,258.5995368285105,39997000,AAPL
2026-01-12,259.7673645019531,260.81540508500296,256.32375036738995,258.679389570116,45263800,AAPL
2026-01-13,260.5658874511719,261.3244878277737,257.9108470550362,258.24022168851656,45730800,AAPL
2026-01-14,259.4779052734375,261.33447181199796,256.23393227813756,259.0087756526009,40019400,AAPL
2026-01-15,257.7311706542969,260.55593980217856,256.57331808587395,260.16664839115424,39388600,AAPL
2026-01-16,255.05612182617188,258.41986733264514,254.4572284259222,257.4217218192236,72142800,AAPL
2026-01-20,246.2425079345703,254.31750190322293,242.9685916985444,252.26132447540706,80267500,AAPL
2026-01-21,247.1907501220703,251.09350304772093,244.72532928784554,248.23880604127606,54641700,AAPL
2026-01-22,247.8894500732422,250.53452965267718,247.68980878155546,248.737864640942,39708300,AAPL
2026-01-23,247.58001708984375,248.94748685874615,244.22624741136653,246.86136630134166,41689000,AAPL
2026-01-26,254.93637084960938,256.08423219515316,249.33677343540953,251.01365072947274,55969200,AAPL
2026-01-27,257.7910461425781,261.4642450011371,257.73115984508394,258.6894015269614,49648300,AAPL
2026-01-28,255.96444702148438,258.3799421919039,254.03801819206552,257.1721946066941,41288000,AAPL
2026-01-29,257.801025390625,259.16847988830324,253.93820707645818,257.52154586161765,67253000,AAPL
2026-01-30,258.99884033203125,261.4143357105436,251.71235892004358,254.6968198516284,92443400,AAPL
2026-02-02,269.50927734375,269.98836769074944,258.72928762151224,259.5477742456141,73913400,AAPL
2026-02-03,268.98028564453125,271.3758289780004,267.11372779647115,268.70080609664296,64394700,AAPL
2026-02-04,275.97723388671875,278.432693698261,271.7850411492978,271.7850411492978,90545700,AAPL
2026-02-05,275.3983459472656,278.98168486317746,272.72332314901723,277.6142303156022,52977400,AAPL
2026-02-06,277.6042175292969,280.3890519626743,276.4164219647768,276.6060720438839,50453400,AAPL
2026-02-09,274.3672180175781,277.9439398399519,271.4499228389202,277.6541982366954,44623400,AAPL
2026-02-10,273.4280700683594,275.11651686144285,272.68876099546605,274.6369782150198,34376900,AAPL
2026-02-11,275.24639892578125,279.92208361183503,274.1973776592452,274.44714753122867,51931300,AAPL
2026-02-12,261.4891052246094,275.46621856633783,259.94051360693726,275.3363333447182,81077200,AAPL
2026-02-13,255.5445556640625,261.9886306947134,255.21485759663088,261.7688319830923,56290700,AAPL
2026-02-17,263.6371154785156,266.0449008431299,255.30478047881587,257.8124646511843,58469100,AAPL
2026-02-18,264.106689453125,266.57441720150126,262.20844437502524,263.35737977838915,34203300,AAPL
2026-02-19,260.3401184082031,264.2365527856389,259.81060750150084,262.35827847824623,30845300,AAPL
2026-02-20,264.3364562988281,264.5063132392292,257.9223826043077,258.73163460792017,42070500,AAPL
2026-02-23,265.9349670410156,269.1819753311392,263.13755670993424,263.24744081710827,37308200,AAPL
2026-02-24,271.8895263671875,274.6369951599546,267.46358073991865,267.61343657617186,47014600,AAPL
2026-02-25,273.97760009765625,274.6869380517792,270.8005039088116,271.5298429675081,33714300,AAPL
2026-02-26,272.6987609863281,275.8558253670768,270.55071567552415,274.6969199809464,32345100,AAPL
2026-02-27,263.93682861328125,272.5588900215503,262.6480379442022,272.5588900215503,72366500,AAPL
2026-03-02,264.476318359375,266.2846497598317,259.960490133898,262.16844722421786,41827900,AAPL
2026-03-03,263.5072326660156,265.31556422164516,259.8905695547566,263.23749216234586,38568900,AAPL
2026-03-04,262.2783508300781,265.9050144519466,261.179387723623,264.4063951364299,39803100,AAPL
2026-03-05,260.0504150390625,261.3192350446657,257.01320478174756,260.54995479568396,49658600,AAPL
2026-03-06,257.2229919433594,258.53178361058343,254.13584003818684,258.39192833924307,41120000,AAPL
2026-03-09,259.6407775878906,260.9095975388004,253.44647267699952,255.45463216869055,38218500,AAPL
2026-03-10,260.58990478515625,262.2384104290217,256.71350175461305,257.4128391437035,30590800,AAPL
2026-03-11,260.5699157714844,261.888707997661,259.3110658747261,260.8496568052655,26218900,AAPL
2026-03-12,255.52456665039062,258.71164792954545,253.94601921584928,258.4219063383753,40794000,AAPL
2026-03-13,249.8897705078125,256.0940459350445,249.29033192864068,255.24483747003174,36930000,AAPL
2026-03-16,252.58729553222656,253.6563027081548,249.6499992581203,251.87794235419486,32074200,AAPL
2026-03-17,253.99598693847656,254.89516767044782,251.94787083452104,252.72716690012706,32361600,AAPL
2026-03-18,249.70994567871094,254.70534343896443,248.7708084606242,252.3974721128864,35757900,AAPL
2026-03-19,248.73085021972656,251.5982036354298,247.0723745163624,249.17043241392184,34864100,AAPL
2026-03-20,247.76173400878906,248.97061168291066,245.77356028907465,247.7517334570195,88331100,AAPL
2026-03-23,251.25851440429688,254.3656523266213,250.0496214753341,253.73622734962268,40546100,AAPL
2026-03-24,251.4083709716797,254.5954370944537,249.32029842391177,250.1195650925759,45152300,AAPL
2026-03-25,252.38746643066406,254.76528059453105,251.3684162845015,253.86611511385965,28476700,AAPL
2026-03-26,252.6572265625,256.76344411909713,250.53918279672283,251.88793104116345,41796700,AAPL
2026-03-27,248.57098388671875,255.2548282141602,247.8416601166152,253.666280215245,47900000,AAPL
2026-03-30,246.40298461914062,250.63907198816298,245.28400520065438,249.83982057534305,39446200,AAPL
2026-03-31,253.55638122558594,255.24482803058763,246.87255213324852,247.6818040942864,49598100,AAPL
2026-04-01,255.3946990966797,255.94418062939917,253.096813183035,253.8461228128272,40059400,AAPL
2026-04-02,255.68443298339844,255.89424639361263,250.4192795609811,253.96601496217014,31289400,AAPL
2026-04-06,258.6217041015625,261.9186847371787,256.2239194053331,256.27389167390277,29329900,AAPL
2026-04-07,253.26666259765625,255.96418954301222,245.47383916108728,255.92421782448065,62148000,AAPL
2026-04-08,258.66168212890625,259.51090582044134,256.29386854025813,258.2121146377317,41032800,AAPL
2026-04-09,260.2502136230469,260.879638597066,255.8342992320816,258.7615948993736,28121600,AAPL
2026-04-10,260.240234375,261.94865175168746,258.78155637925676,259.7406946341393,31291500,AAPL
2026-04-13,258.96142578125,259.9405042051452,256.4237552437805,259.49093671136296,36234700,AAPL
2026-04-14,258.59173583984375,261.68888841493145,256.9532612999924,259.01136264890187,48370700,AAPL
2026-04-15,266.18475341796875,266.3146386359468,257.57269269729437,257.92237663273806,49913500,AAPL
2026-04-16,263.15753173828125,266.91408037974617,261.0294875448873,266.55439590858066,43323100,AAPL
2026-04-17,269.98126220703125,272.0493335842862,266.47448343207725,266.7142527536172,61436200,AAPL
2026-04-20,272.79864501953125,274.0275237795767,270.04120633500696,270.08114756253855,36590200,AAPL
2026-04-21,265.9250183105469,272.5488901425708,265.1557075406741,271.250098918132,50209800,AAPL
